Ligne (ID);Ligne (nom court);Code du sens;Destination;Point d'arrêt (ID);Point d'arrêt (nom);Coordonnées;Arrivée;Départ;Précision
1001;a;1;J.F. Kennedy;5024;Jacques Cartier;48.097605,-1.675419;2021-03-03T22:50:37+01:00;2021-03-03T22:50:51+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-04T00:06:48+01:00;2021-03-04T00:06:59+01:00;Applicable
1001;a;1;J.F. Kennedy;5025;Clemenceau;48.093653,-1.674394;2021-03-03T23:34:33+01:00;2021-03-03T23:34:48+01:00;Applicable
1001;a;1;J.F. Kennedy;5024;Jacques Cartier;48.097605,-1.675419;2021-03-03T22:59:37+01:00;2021-03-03T22:59:51+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-04T00:25:42+01:00;2021-03-04T00:25:53+01:00;Applicable
1001;a;1;J.F. Kennedy;5025;Clemenceau;48.093653,-1.674394;2021-03-03T23:43:33+01:00;2021-03-03T23:43:48+01:00;Applicable
1001;a;1;J.F. Kennedy;5024;Jacques Cartier;48.097605,-1.675419;2021-03-03T23:31:07+01:00;2021-03-03T23:31:21+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T22:39:29+01:00;Applicable
1001;a;1;J.F. Kennedy;5025;Clemenceau;48.093653,-1.674394;2021-03-03T23:57:03+01:00;2021-03-03T23:57:18+01:00;Applicable
1001;a;1;J.F. Kennedy;5024;Jacques Cartier;48.097605,-1.675419;2021-03-03T23:40:07+01:00;2021-03-03T23:40:21+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T22:43:59+01:00;Applicable
1001;a;1;J.F. Kennedy;5025;Clemenceau;48.093653,-1.674394;2021-03-04T00:16:07+01:00;2021-03-04T00:16:22+01:00;Applicable
1001;a;1;J.F. Kennedy;5024;Jacques Cartier;48.097605,-1.675419;2021-03-03T23:44:37+01:00;2021-03-03T23:44:51+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T23:01:59+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T22:39:19+01:00;2021-03-03T22:39:32+01:00;Applicable
1001;a;1;J.F. Kennedy;5024;Jacques Cartier;48.097605,-1.675419;2021-03-03T23:49:07+01:00;2021-03-03T23:49:21+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T23:06:29+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T22:43:49+01:00;2021-03-03T22:44:02+01:00;Applicable
1001;a;1;J.F. Kennedy;5024;Jacques Cartier;48.097605,-1.675419;2021-03-04T00:17:11+01:00;2021-03-04T00:17:25+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T23:10:59+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T22:48:19+01:00;2021-03-03T22:48:32+01:00;Applicable
1001;a;1;J.F. Kennedy;5024;Jacques Cartier;48.097605,-1.675419;2021-03-04T00:22:19+01:00;2021-03-04T00:22:33+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T23:15:29+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T22:57:19+01:00;2021-03-03T22:57:32+01:00;Applicable
1001;a;1;J.F. Kennedy;5024;Jacques Cartier;48.097605,-1.675419;2021-03-04T00:26:49+01:00;2021-03-04T00:27:03+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T23:19:59+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T23:01:49+01:00;2021-03-03T23:02:02+01:00;Applicable
1001;a;1;J.F. Kennedy;5024;Jacques Cartier;48.097605,-1.675419;2021-03-04T00:35:49+01:00;2021-03-04T00:36:03+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T23:42:29+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T23:10:49+01:00;2021-03-03T23:11:02+01:00;Applicable
1001;a;1;J.F. Kennedy;5025;Clemenceau;48.093653,-1.674394;2021-03-03T22:40:33+01:00;2021-03-03T22:40:48+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-04T00:20:11+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T23:37:49+01:00;2021-03-03T23:38:02+01:00;Applicable
1001;a;1;J.F. Kennedy;5025;Clemenceau;48.093653,-1.674394;2021-03-03T22:45:03+01:00;2021-03-03T22:45:18+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-04T00:05:21+01:00;2021-03-04T00:05:34+01:00;Applicable
1001;a;1;J.F. Kennedy;5025;Clemenceau;48.093653,-1.674394;2021-03-03T22:58:33+01:00;2021-03-03T22:58:48+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-04T00:10:07+01:00;2021-03-04T00:10:20+01:00;Applicable
1001;a;1;J.F. Kennedy;5025;Clemenceau;48.093653,-1.674394;2021-03-03T23:25:33+01:00;2021-03-03T23:25:48+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-04T00:14:53+01:00;2021-03-04T00:15:06+01:00;Applicable
1001;a;1;J.F. Kennedy;5025;Clemenceau;48.093653,-1.674394;2021-03-03T23:39:03+01:00;2021-03-03T23:39:18+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-03T22:33:37+01:00;2021-03-03T22:33:48+01:00;Temps réel
1001;a;1;J.F. Kennedy;5025;Clemenceau;48.093653,-1.674394;2021-03-03T23:48:03+01:00;2021-03-03T23:48:18+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-03T22:42:37+01:00;2021-03-03T22:42:48+01:00;Applicable
1001;a;1;J.F. Kennedy;5025;Clemenceau;48.093653,-1.674394;2021-03-04T00:01:49+01:00;2021-03-04T00:02:04+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-03T22:56:07+01:00;2021-03-03T22:56:18+01:00;Applicable
1001;a;1;J.F. Kennedy;5025;Clemenceau;48.093653,-1.674394;2021-03-04T00:11:21+01:00;2021-03-04T00:11:36+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-03T23:09:37+01:00;2021-03-03T23:09:48+01:00;Applicable
1001;a;1;J.F. Kennedy;5025;Clemenceau;48.093653,-1.674394;2021-03-04T00:25:45+01:00;2021-03-04T00:26:00+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-03T23:27:37+01:00;2021-03-03T23:27:48+01:00;Applicable
1001;a;1;J.F. Kennedy;5025;Clemenceau;48.093653,-1.674394;2021-03-04T00:30:15+01:00;2021-03-04T00:30:30+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-03T23:32:07+01:00;2021-03-03T23:32:18+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T22:30:45+01:00;2021-03-03T22:30:58+01:00;Temps réel
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-03T23:36:37+01:00;2021-03-03T23:36:48+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T22:34:49+01:00;2021-03-03T22:35:02+01:00;Temps réel
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-03T23:54:37+01:00;2021-03-03T23:54:48+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T23:06:19+01:00;2021-03-03T23:06:32+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-03T23:59:23+01:00;2021-03-03T23:59:34+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T23:15:19+01:00;2021-03-03T23:15:32+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-04T00:04:09+01:00;2021-03-04T00:04:20+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T23:19:49+01:00;2021-03-03T23:20:02+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-04T00:18:49+01:00;2021-03-04T00:19:00+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T23:42:19+01:00;2021-03-03T23:42:32+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-04T00:23:19+01:00;2021-03-04T00:23:30+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T23:46:49+01:00;2021-03-03T23:47:02+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-04T00:32:19+01:00;2021-03-04T00:32:30+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-03T23:55:49+01:00;2021-03-03T23:56:02+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T22:37:02+01:00;2021-03-03T22:37:13+01:00;Temps réel
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-04T00:00:35+01:00;2021-03-04T00:00:48+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T22:55:02+01:00;2021-03-03T22:55:13+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-04T00:24:31+01:00;2021-03-04T00:24:44+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T22:59:32+01:00;2021-03-03T22:59:43+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-04T00:29:01+01:00;2021-03-04T00:29:14+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T23:04:02+01:00;2021-03-03T23:04:13+01:00;Applicable
1001;a;1;J.F. Kennedy;5026;Henri Fréville;48.087673,-1.674777;2021-03-04T00:33:31+01:00;2021-03-04T00:33:44+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T23:08:32+01:00;2021-03-03T23:08:43+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-03T23:14:07+01:00;2021-03-03T23:14:18+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T23:17:32+01:00;2021-03-03T23:17:43+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-03T23:18:37+01:00;2021-03-03T23:18:48+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T23:26:32+01:00;2021-03-03T23:26:43+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-03T23:23:07+01:00;2021-03-03T23:23:18+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T23:44:32+01:00;2021-03-03T23:44:43+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-03T23:41:07+01:00;2021-03-03T23:41:18+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T23:49:02+01:00;2021-03-03T23:49:13+01:00;Applicable
1001;a;1;J.F. Kennedy;5027;Italie;48.086598,-1.667741;2021-03-03T23:45:37+01:00;2021-03-03T23:45:48+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T23:58:18+01:00;2021-03-03T23:58:29+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T22:32:32+01:00;2021-03-03T22:32:43+01:00;Temps réel
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-04T00:03:04+01:00;2021-03-04T00:03:15+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T22:41:32+01:00;2021-03-03T22:41:43+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-04T00:12:36+01:00;2021-03-04T00:12:47+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T22:50:32+01:00;2021-03-03T22:50:43+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-03T22:40:30+01:00;2021-03-03T22:40:41+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T23:22:02+01:00;2021-03-03T23:22:13+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-03T22:45:00+01:00;2021-03-03T22:45:11+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T23:31:02+01:00;2021-03-03T23:31:13+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-03T22:49:30+01:00;2021-03-03T22:49:41+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T23:35:32+01:00;2021-03-03T23:35:43+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-03T22:58:30+01:00;2021-03-03T22:58:41+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-03T23:40:02+01:00;2021-03-03T23:40:13+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-03T23:07:30+01:00;2021-03-03T23:07:41+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-04T00:07:50+01:00;2021-03-04T00:08:01+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-03T23:16:30+01:00;2021-03-03T23:16:41+01:00;Applicable
1001;a;1;J.F. Kennedy;5028;Triangle;48.086477,-1.660654;2021-03-04T00:22:14+01:00;2021-03-04T00:22:25+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-03T23:21:00+01:00;2021-03-03T23:21:11+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-03T22:54:00+01:00;2021-03-03T22:54:11+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-04T00:11:34+01:00;2021-03-04T00:11:45+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-03T23:30:00+01:00;2021-03-03T23:30:11+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-04T00:16:42+01:00;2021-03-04T00:16:53+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-03T23:39:00+01:00;2021-03-03T23:39:11+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-04T00:21:12+01:00;2021-03-04T00:21:23+01:00;Applicable
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-04T00:02:02+01:00;2021-03-04T00:02:13+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T22:30:29+01:00;Temps réel
1001;a;1;J.F. Kennedy;5029;Le Blosne;48.087765,-1.654439;2021-03-04T00:30:12+01:00;2021-03-04T00:30:23+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T22:52:59+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T22:34:59+01:00;Temps réel
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T22:57:29+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T22:48:29+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T23:24:29+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T23:33:29+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T23:28:59+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T23:37:59+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T23:46:59+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T23:51:29+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-03T23:56:15+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-04T00:01:01+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-04T00:10:33+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-04T00:05:47+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-04T00:15:41+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-04T00:24:41+01:00;Applicable
1001;a;1;J.F. Kennedy;5030;La Poterie;48.087531,-1.644633;;2021-03-04T00:29:11+01:00;Applicable
